Label,Pred
1,0.9
1,0.475
1,0.37142857142857144
1,0.6
1,0.90625
1,0.8888888888888888
1,0.6486486486486487
1,0.8837209302325582
1,0.9545454545454546
1,0.6285714285714286
1,0.6578947368421053
1,0.775
1,0.45161290322580644
1,0.2777777777777778
1,0.7368421052631579
0,0.02857142857142857
0,0.044444444444444446
0,0.07894736842105263
0,0.06060606060606061
0,0.16666666666666666
0,0.029411764705882353
0,0.15625
0,0.16279069767441862
0,0.5161290322580645
0,0.47619047619047616
0,0.43243243243243246
0,0.21052631578947367
0,0.16216216216216217
0,0.36363636363636365
0,0.1111111111111111
1,0.6756756756756757
1,0.42857142857142855
1,0.4074074074074074
1,0.358974358974359
1,0.43902439024390244
1,0.9642857142857143
1,0.9047619047619048
1,0.6410256410256411
1,0.9354838709677419
1,0.8333333333333334
1,0.5853658536585366
1,0.9393939393939394
1,0.7777777777777778
1,0.9459459459459459
1,0.8529411764705882
0,0.09375
0,0.2571428571428571
0,0.14634146341463414
0,0.08333333333333333
0,0.21951219512195122
0,0.37209302325581395
0,0.06666666666666667
0,0.2631578947368421
0,0.6578947368421053
0,0.6111111111111112
0,0.4857142857142857
0,0.6333333333333333
0,0.17142857142857143
0,0.5365853658536586
0,0.7435897435897436
