Label,Pred
0,0.44545533676345106
1,0.7503510318432917
1,0.9305717454924524
0,0.6468850855787772
0,0.11022146628509616
1,0.7105883427058833
1,0.5615428612397081
0,0.7538922442071881
0,0.9805889175374544
1,0.48416706445500757
0,0.49509287045683137
0,0.8616077827043659
1,0.7288135312915834
0,0.27967525191729087
0,0.40494055752377844
1,0.9947763673046939
1,0.9172817585774342
1,0.9468374431210531
1,0.9808156199435331
1,0.537370227179574
1,0.8649104796842658
1,0.9999997690423708
0,0.23055383119667805
0,0.4120015021681274
1,0.8184781508442946
1,0.6290851832802771
1,0.6307533368019088
0,0.23135882676259586
1,0.6624388025711949
1,0.9999997690423936
1,0.4226193340004563
1,0.8898716275010158
1,0.5728657377321695
0,0.26730272696783086
0,0.10491461264848885
1,0.9999997690423832
0,0.5850983782438322
1,0.6758714912157922
0,0.3887145891933631
1,0.8849927641690856
1,0.6647669407796618
1,0.9607158511784247
0,0.2459998376150008
1,0.2691709404842072
0,0.4750856713889011
1,0.7115124814863846
1,0.7464335684957364
0,0.27372698241736
1,0.41554774501204933
1,0.7161596490697603
1,0.6337783122112782
1,0.8632097285905389
1,0.9999997690423861
1,0.30703745798231535
1,0.953296587288307
1,0.29346896150083807
0,0.10809695565745052
1,0.3711588934555525
1,0.6722681966888473
0,0.2793176436112712
0,0.4047702156009967
0,0.3484331096757649
1,0.7124804407717186
0,0.26080220530718407
1,0.6747263325981752
1,0.8803837700420878
1,0.4430031106969829
1,0.4375800414000057
0,0.2788770837226436
1,0.5180483317168202
1,0.79704398297902
1,0.4449325912702687
1,0.2858392793783583
0,0.13551403248397212
1,0.9999997690423363
1,0.6834729144141847
1,0.46090330167568805
0,0.4009045789095136
0,0.19345762503952205
1,0.9999997690423843
1,0.5922086266036882
1,0.20386366495090283
0,0.4639847808165819
1,0.5733958964904748
0,0.3147796316137658
0,0.2949980004962374
1,0.3839114463406241
1,0.7112574993438684
0,0.2053530219046837
0,0.3358493777349938
1,0.4260280383688049
0,0.2698439335235756
0,0.3324607609064484
0,0.8727879070662834
0,0.5364618069340902
1,0.6083910429274886
0,0.376208812672691
0,0.17970797664467328
0,0.49554117771032274
0,0.16550965784229252
1,0.9238341921623286
0,0.4959537562655402
1,0.2635305704109687
1,0.8651414441367948
0,0.5576450850233264
1,0.541036729609005
0,0.5977744875949167
0,0.4679372067661616
1,0.7675932833651911
1,0.11425335449219483
0,0.3056088409605077
1,0.7475309395587312
1,0.28140792209185267
0,0.873512492078785
0,0.5190899444169418
1,0.07439054769627072
1,0.5889143025069137
0,0.6166642111745354
